"date","ILIper100k"
2020-01-27,236.01929400442
2020-02-03,542.60729112774
2020-02-10,538.40465847121
2020-02-17,467.82161313088
2020-02-24,384.19185121742
2020-03-02,261.5952075758
2020-03-09,312.94946972451
2020-03-16,397.82956276517
2020-03-23,706.37966516491
2020-03-30,525.97722026715
2020-04-06,482.96171644931
2020-04-13,204.45044814808
2020-04-20,138.17938196131
2020-04-27,96.420392913101
2020-05-04,85.537972750046
2020-05-11,109.55733911074
2020-05-18,98.301189305938
2020-05-25,88.771153602277
2020-06-01,45.397642073984
2020-06-08,46.503659103703
2020-06-15,66.196983308904
2020-06-22,81.069098739629
2020-06-29,68.31408715301
2020-07-06,42.152592384432
2020-07-13,32.490923731088
2020-07-20,56.920180393187
2020-07-27,55.695292849443
2020-08-03,42.071310871928
2020-08-10,39.993482543585
2020-08-17,31.124700195903
2020-08-24,55.451840076893
2020-08-31,33.960712817488
2020-09-07,100.16964213588
2020-09-14,195.14379858601
2020-09-21,151.81254983745
2020-09-28,156.573358022
