"date","ILIper100k"
2019-08-05,72.2615144206885
2019-08-12,84.6528272120361
2019-08-19,69.0858846629336
2019-09-02,63.5295591406509
2019-09-09,84.3534342474943
2019-09-16,103.048397456257
2019-09-23,100.050332068894
2019-09-30,123.826294731471
2019-10-07,216.38536569127
2019-10-14,207.2090271565
2019-10-21,216.41786583288
2019-10-28,251.89854568918
2019-11-04,250.33401986273
2019-11-11,234.13576807267
2019-11-18,241.67711734033
2019-11-25,259.75484042173
2019-12-02,246.46809607423
2019-12-09,283.72564869014
2019-12-16,258.13712011787
2019-12-23,255.79160588735
2019-12-30,285.21281263712
2020-01-06,287.60695158256
2020-01-13,559.38081628917
2020-01-20,728.78274116664
2020-01-27,1232.6309008926
2020-02-03,1532.7291919
2020-02-10,1333.7790248771
2020-02-17,1077.4243290969
